Company Name,Address,City,State,Contact Person,Phone No,Mob No,Service Detail,Supplier or Booking,LCV or HCV,Email Id,Website,Vehicle Type,Segment
Chauhan Transport Service (R),"Near R Line Okhla, Delhi 19",Delhi,Delhi,"I.S. Chauhan, Ved Parkash",,"9*10*6241* , 9*124*61**","Tata Canter For Delhi, U.P., Uttranchal, Haryana, Rajasthan",Supplier,,,,"407,  17 Ft ,  Canter",Industrial Goods
Chawala Cargo Movers,"A-53, Okhla, Phase 2, New Delhi",Delhi,Delhi,Ajit Chawla,,"9*122*9**4 ,  9*10072***",All Over India,"Supplier, Booking",LCV,,,"Container,  407,  Canter & 24 Ft",All Type Material
Chawla Freight Carriers,"Main Rohtak Road, Swaran Park, Delhi - 41",Delhi,Delhi,"Harsh Chawla , S.L. Chawla",011 - 2**42919,"9*12279*26,  9*11179*26","Truck, Tempo For All Over India Special: Sangmar, Barnala, Batinda, Malot, Muktser & All Punjab",Booking,,ch*wl*30@y*hoo.com,,"Truck,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407 & 6 Wheeler",All Type Material
Chawla Goods Carriers,"302/9, ICD. , Tkd",Delhi,Delhi,Deepak Chawla,,"9*1026179* ,  9*1012*0*1",All Over India,"Supplier, Booking",HCV,cgcdelhi@y*hoo.co.in,,Trailer,ODC Consigment
Chawla Highway Carriers,"Opp. Westend Cinema, Sadar Bazar, Delhi-6",Delhi,Delhi,Ramesh Chawla,"011 - 2**24*2*,  2**470*4,  2*67*196,  02**2*010",,"Daily Parcel Service For: Delhi, Mumbai, Thane, Bhiwandi, Ulhasnagar & Bhayender",Booking,HCV,,,"Truck,  10 Wheeler,  12 Wheeler,  6 Wheeler",Parcel Service
Chawla Transport Service,"S 17, Community center, Mayapuri, Phase 1, New Delhi",Delhi,Delhi,Indrajit Chawla,"011 - 2*11*96*,  400**619","9*716*41*4 ,  92666*41*4","Tata 407, Canter LPT For Chandigarh, Jaipur, U.P., & J&K Special Service: Pb.,Raj., Hp.",Supplier,LCV,,,"407,  Canter","All Type Material,  Marble"
Chayan Cargo Movers,"CW-579, Sanjay Gandhi Transport Nagar, Delhi - 42",Delhi,Delhi,Kapil Anand ( Sonu ),"011 - 27**2111 ,  27**2211","9*1111617* ,  9*1010617*","For U.P., Hr., Pb., Chd., H.P., Jh., J&K Spl. Punjab & H.P.",Supplier,LCV,,,"Dcm ,  Canter ,  407","All Type Material,  Household Goods"
Cheema Roadlines,"A-89, Opp. G.T.K. Road, Ramgarh, Jahangirpuri, Delhi",Delhi,Delhi,"Sukdev Singh, Amrik Singh",,"9711*94*0*,  9211222**0,  9211222624","Daily Service: All Punjab, Chandigarh","Supplier, Booking","HCV, LCV",,,"Truck,  Container,  10 Wheeler",All Type Material
Chela Ram Transport Company,Nr. Apsara Cinema Delhi U.P. Border P.O. Chikamberpur Distt. Ghaziabad (U.P.),Delhi,Delhi,Makhija,,"9*1124*0*0,  9*7122672*",Fast Moving For Assam,Supplier,HCV,,,"Container,  10 Wheeler,  12 Wheeler",All Type Material
chetak Logistic Ltd.,"Old Gurgaon Road, Kapashera New Delhi-37",Delhi,Delhi,Ramesh,"011 - 46677777,  416*400,  4129411,  2**1**11,  1*00117979 (Toll Free)",,All Over India,"Supplier, Booking","HCV, LCV",chet*k@chewt*km*il.com,www.chetak.co.in,"Truck,  Trailer,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407 & 6 Wheeler",All Type Material
Chetan Cargo Movers,"121 Feet Road, Dharam Colony, Opp Spanish Court, Palam Bihar, Gurgaon",Delhi,Delhi,Mukesh Chahal,0124 - 6462742,"9*12262742,  9*11762742",All Over India,Supplier,HCV,chet*nc*rgomover*ggn@gm*il.com,www.chetancargomovers.com,"Container,  20 Ft ,  24 Ft,  32 Ft",All Type Material
Chetan Road Lines India Pvt. Ltd.,"6926 / 164 A / 1, Jaipur Mill Opp. Amba Cinema, Subzi Mandi, Delhi",Delhi,Delhi,Yodpal,"011 - 2***9*9* ,  *2***71",9*11*12764,Full & Part Load All Over India,Booking,HCV,,,"Container,  10 Wheeler",All Type Material
Chetan Transport Co,"C-48/3,2 nd Floor, Industrial Area, Lawerence Road,Delhi -110035",Delhi,Delhi,Y.S Tiwari,"011 - 27*94019,  274071**",9*10*41**7,"Service; Banaras, Lucknow, Gorkkhpur, Kanpur, Spl. Mumbai & Delhi (Fleet Owner)","Supplier, Booking",HCV,,,"Container,  25","Industrial Goods,  ODC Consigment"
Chhabra Raodlines (R) Agent,"212, Kamla Market, New Delhi-110002",Delhi,Delhi,Vinod,"011 - 2*2*9*02,  2*2*61*9",9*1114226*,"Goods Forwarding & Commission Agents For Mah., M.P.,U.P. & South",Booking,LCV,,,"LPT,  Canter,  407,  709",Parcel Service & Household
Chhaya Transport Service,"Shop No.4, Zafar Mkt., Tronica City, Near Idgha loni Baghpat Road, Loni, Ghaziaba.",Delhi,Delhi,Ashukri,0120 - 2696*27,"9*1*729606 ,  9*1*7*4*06","Spl. U.P., U.K., Hr., H.P., Guj, South.",Booking,"HCV, LCV",,,"Truck,  10 Wheeler,  707,  1109,  407 & 6 Wheeler",All Type Material
Chinar Roadlines (R) Delhi,"4013, Naya Bazar, Delhi-6",Delhi,Delhi,"Gurbaksh Singh , Manish","011 - 2*92**40,  2*920*04,  2*979*66",9*114*096*,"Daily Parcel Service For J&K, Leh, Ladakh",Booking,HCV,,,"10 Wheeler,  6 Wheeler",Parcel Service
Chobici Golden Carrier,Opp. Mata Mandir 6th Mile Stone U.P. Border P.O. Chikamberpur Ghaziaba.,Delhi,Delhi,Satyawan,0120 - 2622**9,"9**0*796*9 ,  94***9**0**","Full Truck Available For Sonepat, Kaithal, Jagadhari","Supplier, Booking",HCV,,,"10 Wheeler,  6 Wheeler",All Type Material
Chopra Roadlines,"2609-10, Naya Bazar, Delhi-110006",Delhi,Delhi,Vinod Chopra,"011 - 2*9***4*,  2*941999","9*6*1**999,  *7*01**999","Daily Parcel Service For: Delhi-Amritsar-Delhi & Amritsar, Jalandhar, Phagwara, Goraya, Ludhiana, Sahenewal Spl. Batala, Gurdaspur",Booking,HCV,,,"Truck,  10 Wheeler,  6 Wheeler",Parcel Service
Chopra Transport Service,B-170 Mansarover Garden New Delhi,Delhi,Delhi,Surinder Chopra,"2*469**1,  2*1*2*67",9*1046*626,"Available For Uttranchal, Chandigarh",Supplier,LCV,,,"Canter,  LPT,  407",All Type Material
Choudhary Cargo,"B-15-16, Vishkarma Colony, M.B. Road, TKO",Delhi,Delhi,"Prahalad Choudhary, Shankar Lal Choudhary",011 - 26*6***0,"9910196*00,  9*10*06*00,  9*10196*00","Raj., Guj., Delhi",Supplier,HCV,,,Trailer,"Machinery,  Iron"
Choudhary Cargo Carriers,"B- 34, Vishwakarma Colony New Delhi",Delhi,Delhi,Surender Choudhary,,"9*110**1**,  9*110**12*",Full Load Booking All Over India,Booking,LCV,c*rgochoudh*ry@gm*il.com,,"10 Wheeler,  Canter,  LPT,  1109,  407 & 6 Wheeler",Household
Choudhary Cargo Movers Pvt. Ltd ..,"BS-99, Sanjay Gandhi Transport Nagar, Delhi",Delhi,Delhi,Sunil Choudhary,011-27**6*6*,"9*1111761*,  971111761*","Spl. 20Ft. 40Ft. Container For Mumbai, Pune, Hyd. Chennai, Banglore, Coachin, Coimbatur, Goa",Supplier,HCV,choudh*ry93c*rgomover*@gm*il.com,,"24 Ft ,  28 Ft ,  40 Ft",All Type Material
Choudhary Golden Transport Service (Regd .) / DPR Cargo,"B-4, Main G T. Kamal Road ,Ambey Garden ,Libas Pur Delhi -42",Delhi,Delhi,Kewal Choudhary,011 -27***7*4,9*1000*1** / 4 / * / 6 / 7,"Ser:- Ludhiana, Jalandhar ,Moga, Solan, Shimla, Taliwan, Guna, Nagal, All Zirakhpur &H.P.",Booking,HCV,dprc*rgo52@gm*il.com,www.dprcargoexpress.com,"Tempo,  Truck,  Trailer,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407 & 6 Wheeler",All Type Material
Choudhary Logistics,"Shop No. 13, Jain Mkt., 4A, Ambey Garden, Near Jhande Walan Petrol Pump, G.T. Karnal Road, Libaspur, Delhi",Delhi,Delhi,D. P. Chaudhary,011 - 27**06*6,"921*61*2*6,  921*71*2*6 ,  999041*2*6","Delhi , Gurgaon, Ballabhgarh, Sonipat, Panipat, Karnal, Salsa, Jinjor, Chandigarh , Amabala, Panchkula","Supplier, Booking",HCV,,,"10 Wheeler,  12 Wheeler,  6 Wheeler",All Type Material
Choudhary Motor Transport Co.,"Shed No. 13, DSIDS Complex, Nr. S.B.1. Nangloi, Delhi",Delhi,Delhi,Rajveer Chaudhary,011 - 2*47**71,"9**00*6940,  9*100*6940,  97110*1210","DCM, Toyata, Canter, Nissan Available For Daily Service All Over India","Supplier, Booking",LCV,,,"1109,  709,  6 Wheeler",Parcel Service
Choudhary Tempo Service,"D-2, Chand Bagh, Wazirabad Road, Dehi",Delhi,Delhi,"Bir Singh, Raju",,9*1271*610,"Tata, DCM, Canter Available For Har., Delhi, Up & Raj. Spl. : All U.P.",Supplier,LCV,,,"407,  Canter",All Type Material
Choudhary Transport Co.,"4137, Naya Bazar, (Near OBC Bank)",Delhi,Delhi,Vikas,,"9211*92*22,  921**27011","Ser:- Narvana ,Tohana, Jakhal , Julana, Pb.",Booking,HCV,,,"Trailer,  10 Wheeler,  12 Wheeler",Parcel Service
Chaudhary Roadlines Pvt. Ltd.,"Zakhira Chara Mandi, Najafgarh Road, New Delhi-15",Delhi,Delhi,P. S. Chaudhary,"011 - 2*4*67**,  2*10*104,  2*449072,  6*122*00",921*4*22**,"Full Truck Available Fro Raj., Hr., Guj., Ms., T.Nadu & India Spl. Service M.P., Guj., Raj., Puna, Spl. Raj., Kolhapur, Sangli & All Mh.",Supplier,HCV,,,"Truck,  10 Wheeler,  12 Wheeler",All Type Material
Chouhan Freight Carriers,"Near Telephone Exchange , Vimal Compound, Delhi - U.P. Border, Ghaziabad",Delhi,Delhi,Avtar Chouhan,,991029*6**,"Spl:- Punjab ,Himanchal,& J&K","Supplier, Booking","HCV, LCV",chouh*nfreightc*rrier*@gm*il.com,,"10 Wheeler,  12 Wheeler,  709 ,  1109,  407 & 6 Wheeler",All Type Material
Chowdhary Transport Carriers,"Stall No.2, Old Rohtak Road, Kishan Ganj, Delhi",Delhi,Delhi,Pappu,"2*691990,  2*696*0*","9*110*6990,  **00669090",Full Load Truck Bengal ( Fleet Owner),"Supplier, Booking",HCV,,,10 Wheeler,Parcel Service
Chugh Roadways.,"AG-372, Sanjay Gandhi, Transport Nagar, Samaypur Badli, Delhi",Delhi,Delhi,Rajender Pal,011 -27**100*,"996*070241,  9*112*9*2*","Spl. Bombay, Chattishgarh",Supplier,HCV,,,10 Wheeler,Parcel Service
Mahalaxmi Roadways,"C-2/1, Near Delhi Dhram Kanta, Balli Market, Sanjay Gandhi Transport Nagar, Delhi -42",Delhi,Delhi,D. P. Puniya,"011 - 2*912629,  *2*69**0","9*101*64**,  9*911*64**",Sec- Parcel For Kolkata & Full For All India,Booking,HCV,,,"10 Wheeler,  12 Wheeler","All Type Material,  Parcel Service"
City Line Tempo Transport,"Flat No. 22, Pocket 3, E-Block, Sector - 18, Rohini",Delhi,Delhi,Pardeep,"011 - 6*1**17* ,  27***94*",9*11*67***,Spl Up. Uttaranchal,Supplier,LCV,,,"Canter,  407,  ,  707",Parcel Service
CLK Logistics (India),"D - 72 / 73, Rohit House , Vishwakarma Colony ,M.B. Road ,New Delhi - 44",Delhi,Delhi,Chaman Lal,011 - 26*6*19*,"9*11117*** ,  9*11117***",Spl. Carrying Heavy & ODC Consigment All Over India,Booking,HCV,clklogi*tic*@gm*il.com,,Trailer,ODC Consigment
Coastal Roadways Ltd.,"M.CD. Building D.B. Gupta Road, Paharganj,Delhi",Delhi,Delhi,K. V. Singh,"011 - *299242* ,  2***4269",,Full Load Booking All Over India,Booking,HCV,delhi@co**t*lro*dw*y*.com,www.coastalroadways.com,Container,Full Truck Load
Cotinental Roadways Pvt. Ltd.,"B-220, Naraina, Ring Road, New Delhi",Delhi,Delhi,Ram Awtar Aggarwal,"011 - 2*77**9* ,  2*779*67,  *2424717 ,  *269712","9*126**292 ,  9*111177** ,  9*124*94**",All Over India,Booking,"HCV, LCV",continent*.delhi@gm*il.com,,"Trailer,  707,  909,  1109,  407 & 6 Wheeler",All Type Material
Commercial Road Carrier,"84, Khanna Market, Tis Hazari, Deilhi - 54",Delhi,Delhi,K.K. Singhal,"011 - 2*91*717 ,  2*9*7774",9*11220**6,Full Load Booking For All Over India ODC Part Load Full Load For All Over India,Booking,"HCV, LCV",,,"Truck,  10 Wheeler,  6 Wheeler,  1110,  1109,  407",All Type Material
Continental Carriers Of India,"3, Sangam Tower, Savita Vihar, Delhi ( Monday At 12 AM) 92",Delhi,Delhi,R. D. Goyal,"011 - 22166**4 ,  221444*7 ,  221**200",9*1002*964,All Over India,Booking,HCV,,,"Trailer,  Container",ODC Consigment
Continental Transport Orgn. Pvt. Ltd.,"59, Khanna Market, Tis Hazari, Delhi",Delhi,Delhi,Deepak,"011 - 2*9**444 ,  2*9***96",9*1017791*,"Spl. In ODC Project Machineries Containers Import & Export, Cargo",Booking,"HCV, LCV",ctopl@gm*il.com,,"Trailer,  ODC Cargo,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407 & 6 Wheeler","All Type Material,  ODC Consigment"
Creasakthi SCM Limited,"910, 9th Floor , Vishvdeep Bulding , Jana kpuri , Delhi",Delhi,Delhi,D. K. Saxena,011 - 416190*0,9**0994*69,All Over India,Booking,"HCV, LCV",edc@cre***kthi.com,www.creasakthi.com,"Truck,  Container,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407 & 6 Wheeler",All Type Material
Crown Roadlines,"CW-292, Sanjay Gandhi Transport Nagar, New Delhi - 42",Delhi,Delhi,"Puneet Sharma, Sandeep Sharma",011 - 27***06*,"9*102***10,  9*102***10","Dehi To Mumbai, Mumbai To Delhi",Supplier,HCV,crownro*dline*@y*hoo.com,,"12 Wheeler,  Open Body",All Type Material
CTA Logistics Limited,"3-4 Ram Bagh, Bagichi Peerji, Delhi",Delhi,Delhi,S. R. Yadav,,"**00*9**20 ,  9*10*61***",Full Load Booking All Over India,"Supplier, Booking","HCV, LCV",,,"Truck,  10 Wheeler,  12 Wheeler,  Bulker",Bulk Carrier
CTO Carriers Ltd.,"101/2108 1st Floor, Bhanot Bhavan, Azadpur, Near Akash Cinema , Delhi",Delhi,Delhi,Subhash Mittal,"011 - 27679906 ,  27229907 ,  *2994722","9*112109*2,  9*112109*1",Full Load Booking All Over India,Booking,"HCV, LCV",c*rrier*@ct*group.com,www.ctagroup.com,"Truck,  Trailer,  Container,  10 Wheeler,  12 Wheeler,  707,  909,  1109,  407,  Canter",All Type Material
Cucku Transport Co. (R),"23/29, Cucku House, Mine G.T. Karnal Road, Libaspur, Delhi - 42",Delhi,Delhi,Kishor,"011 - 27**20*0 ,  27***0*0","9*1*7**7*7 ,  9*1*42007* ,  9*11*1007*",NCR & Local Delhi,Booking,HCV,pr*tik78.goy*l@y*hoo.com,,"Tempo,  10 Wheeler,  6 Wheeler",Food
D.D.R.C.(BNG),"AW-117, Sanjay Gandhi Transport Nagar, Delhi-42",Delhi,Delhi,Sukhdev Singh,"011 - 27**26*7,  27*****1,  27**299*",9*1017*144,Full - All Over India,Booking,HCV,*ukhdev.ddrc@gm*il.com,,"10 Wheeler,  12 Wheeler",All Type Material
D.H.R. Logistic (Regd.),"Plot No:- 404, Najafgarh Kapashera Road, Near Railways Xing Bijwasan, New Delhi",Delhi,Delhi,"Rajesh Sharma, Ajay Sharma",,"9*110**474,  9*91***77",All Over India,"Supplier, Booking",HCV,dhrp*cker*delhi@gm*il.com,www.dhrgroup.in,,
D.H.T.C. (India) Ltd.,"14, Community Centre, New Friends Colony, New Delhi",Delhi,Delhi,S. C. Sharma,"41629791,  41629792,  4162979*,  41629794,  2616*47",96*07749*6,Service - All Over India,"Supplier, Booking",HCV,upborder@dhtcindi*.com,www.dhtcindia.com,"Truck,  Container,  ODC Cargo",
D.M. Supreme TPT Co.,"38, TPT Centre, New Subzi Mandi, Azadpur, Delhi",Delhi,Delhi,Mohmd Idirish,"011 - *2*47449,  *0711769","9**0970*** ,  9*12*27941","Full Load Booking - Guj., Raj., Maha",Booking,HCV,,,,
D.N. Roadways Corp. Of India,"8922, Street No.-2, Multani Dhanda, Paharganj, New Delhi",Delhi,Delhi,"D.B.Singh, Pawan","011 - 2**4*442,  *299*442","9911440*7*,  9*1**20*7*",House Hold Goods & Full Load Booking For: All Over India,Booking,"HCV, LCV",p*w*n@dnro*dw*y*.com,www.dnroadways.com,,
D.R . Transport Corporation,"C-4/96 Swarn Park, Nangloi, New Delhi -41",Delhi,Delhi,Anil Kumar,,"9*1212612*,  921264612*,  9212662000,  99119*7700",Full Load / Part Load - All Over India,Booking,"HCV, LCV",drtc6123@gm*il.com,,"Tempo,  Truck,  Trailer,  Container,  ODC Cargo,  10 Wheeler,  12 Wheeler",All Type Material
D.R. Road lines,"Near Apsara Cinema, Gali No.1, P.O. Chikamberpur, UP Border, Ghaziabad",Delhi,Delhi,Rakesh,0120 - 47*27**,"9**01*17**,  9*1192*7**","Truck Available For Bihar, Bengal, Assam Spl. Assam",Supplier,HCV,,,"10 Wheeler,  12 Wheeler",All Type Material
D.R. Tempo Service,"WZ-45A, Phase-II, Om Vihar, Uttam Nagar, New Delhi",Delhi,Delhi,Rajan,,"9*1*211706,  9*10*91*49","Tata 407 & Canter Available For: Delhi U.P., Haryana & Punjab",Booking,"HCV, LCV",,,,
D.S. Roadlines (Regd.),"204 A, 2nd Floor, Sarai Pipal Thalia, Azadpur, Delhi",Delhi,Delhi,"Sanjay, Davinder",011 - *07114**,"92107276**,  92107276*2","Full Truck - (Daily Services - Muradabad, Rampur, Bareli) All Over India","Supplier, Booking","HCV, LCV",,,"Truck,  10 Wheeler,  12 Wheeler",All Type Material
D.S. Roadlines,"P.No:- 42111/1, Rani Kera Road, Mundka, Delhi",Delhi,Delhi,Anand,011 - 6**44416,"9*1**02412,  9*100*9*42",Full Load Services - All Over India,"Supplier, Booking","HCV, LCV",d*ro*dline*@gm*il.com,,,
D.S. Transport Corpn. (R),"BG- 132 Sanjay Gandhi Transport nagar, New Delhi",Delhi,Delhi,Jaswinder Singh,"011 - 27***214,  27**1*14",92121*0692,"Full & Part Booking For Noida, Ggn., Faridabad., Ludhiana, Delhi",Booking,"HCV, LCV",d*tr*n*@gm*il.com,,"Truck,  10 Wheeler,  12 Wheeler",All Type Material
Dainik Transport Service,"S.No. 426, Rani Khera Road, Mundka, Delhi-41",Delhi,Delhi,V. K. Bhardwaj,011-2**446*0,"9*6*067122,  9*71*97122","All Over India & Nepal, Bhutan, Bangladesh",Booking,"HCV, LCV",bh*rdw*jdt*@gm*il.com,,"Truck,  Trailer,  10 Wheeler,  12 Wheeler",All Type Material
Dalal Roadways,"Ghewra More, Main Rohtak Road, Mundka, Delhi-41",Delhi,Delhi,"Ravinder Dalal, Lalit Dalal",011 - 2***1*99,"9*11121*62,  9*7*749*9*",Spl. In: O.D.C. Truck & Trailor - All Over India,Supplier,HCV,,,"Trailer,  Container,  ODC Cargo",
Darbar Transport Corporation,"Opp Tele. Exch. U.P. Border P.O. Chikamberpur, Ghaziaba.",Delhi,Delhi,Bitto,"0120 - 262*09*,  26269**","9*7*217*7*,  9**07*0*67",Spl. Ser. Tamilnadu & Kerala,Supplier,"HCV, LCV",,,,
DARCL Logistics Limited,"17, Shivaji Marg, Najafgarh Road, New Delhi",Delhi,Delhi,Gulab Sharma,"011 - *2**2**1,  2*411*91",,Full Load -All Over India,Booking,HCV,co@d*rcl.com; ro@d*rcl.com; ho@d*rcl.com,www.darcl.com,,
Darshan Tempo Transport Service .,"Shop No. 17, Gur Mandir , Bus Stand, Delhi-.",Delhi,Delhi,Darshan,011 - 27244*6*,9*1111*104,"Matador ,Nissan. Tata , Mazda, &DCM Available. : (Spl. - Delhi,U.P., Hr., Pj., Rj.,)All Over India",Supplier,"HCV, LCV",,,,
Dart Road Carrier,"V.P.O. Tikri Kalan, Main Rohtak Road. Chara Mandi PVC Mkt. New Delhi-41",Delhi,Delhi,"R. B. Sharma, R. K. Sharma",,"94160*4162,  9**0971162,  9416271162",Full Load Booking All Over India,Booking,HCV,,,"10 Wheeler,  12 Wheeler",All Type Material
Dashmesh Transport Co.,"Shop No. 332, Sarai Pipal Thalla, Azadpur, Delhi",Delhi,Delhi,Rajender Singh,,"9*9109**0*,  9*6*261772,  7*299*4***,  9*4092242*",All Over India. (Spl. Chandigarh),Booking,"HCV, LCV",,,"Truck,  Trailer,  10 Wheeler,  12 Wheeler",All Type Material
Dasmesh Transport Co.,"Opp. Sarai Pipal Thalla, Sanjay Nagar, Delhi 33",Delhi,Delhi,Bablu,,"9*111*429*,  9*1047949*",Spl. In : Hyd.,Supplier,HCV,,,"10 Wheeler,  12 Wheeler",All Type Material
Data Goods Carrier,"7198, Main Qutab Road, New Delhi",Delhi,Delhi,Jitendra Singh,011 - 2**447**,"9*7*77*00*,  9*11*024**","Daily Parcel Booking For Agra, Kanpur, Etc.",Booking,HCV,,,"10 Wheeler,  6 Wheeler",
Data Jee Freight Carrier.,"AW-397, Sanjay Gandhi Transport, Nagar, Delhi -42",Delhi,Delhi,B.R. Sharma,011 - 42*6*2*2,"9212241**2,  9971006**2","Full Load - (Spl. Jammu, Shri Nagar, Punjab) Maha, Raj., Guj., South",Supplier,"HCV, LCV",,,,
Data Jee Golden Tpt. Co.,"CW-637, Sanjay Gandhi Transport Nagar, Delhi·42",Delhi,Delhi,Nirmal Singh,011 - 27**2744,"9**0226*22,  9*10226*22","Truck Available For Punjab Spl. Service For Jallandhar, Ludhiana",Supplier,"HCV, LCV",,,,
Davender Trailer TPT. Co,"Jhajjar Road, Near Bijli Board Office, Delhi",Delhi,Delhi,Devender Joon,,"9*12*44**2,  9***12****,  9***42*7**",Full Truck Load Service All Over India,"Supplier, Booking","HCV, LCV",d*vender_tr*ilor*@y*hoo.co.in,,"Trailer,  12 Wheeler",All Type Material
Decant Freight Carriers Pvt. Ltd.,"Shop No. 4, Ambey Market, U.P. Border, Ghaziabad",Delhi,Delhi,M. K. Bansal,0120 - 4**9**1,"9*12924002,  9*1*407477",Full Load Booking For All Over India,Booking,"HCV, LCV",,,,
Deccan Queen Transport Company,"AG-414, Sanjay Gandhi Transport Nagar, New Delhi-42",Delhi,Delhi,S. S. Mehra,"011 - 27***9*9,  *2941100",9*106*4101,Parcel Booking Only - Spl. Delhi To Goa,Booking,"HCV, LCV",**mehr*69@rediffm*il.com,,"Truck,  10 Wheeler,  407, 709, 909, 11 09, 6 Wheeler",All Type Material
Decent Carriers,"BG·117, Sanjay Gandi Transport Nagar, Delhi",Delhi,Delhi,"Parvinder Singh, Tejinder Singh","011 - 2*9**676,  27***2*2","9*1*40*4*4,  9*1*409494","Naya Bazar: Daily Service: Delhi To Agra,Delhi To Ludhiyana",Booking,"HCV, LCV",,,"Truck,  10 Wheeler,  6 Wheeler",All Type Material
Deep Freight Carriers,"BG·535, Sanjay Gandhi Transport Nagar, Delhi-42",Delhi,Delhi,Jasbir Singh,011 - 27****27,"9*122*6027,  9*10******","Full Truck Available For Mumbai ,Hyd.",Supplier,HCV,deeptr*dingco27@y*hoo.com,,10 Wheeler,"All Type Material,  Pipes,  Tiles Etc"
Deep Freight Corp.,"BG 534, Sanjay Gandhi Transport Nagar, Delhi 42",Delhi,Delhi,"Surinder Singh, Gagandeep Singh",011 - 27***127,"9*1**61127,  9*100**127","Truck Available For Mumbai, Hyd.",Supplier,"HCV, LCV",dfcorp127@gm*il.com,,"10 Wheeler,  12 Wheeler",All Type Material
Deep Goods Carrier,"Nr. TelePhone exch. Yuvraj Complex, UP. Border P.O. Chikamberpur, Ghaziabad",Delhi,Delhi,Krishan Pal,"011 - 262242*,  262*170",99**629062,"Spl. Service For Assam Ser. U.P., Bihar, Bengal & Assam",Supplier,"HCV, LCV",,,,
Deep Road Carrier,"Shop No. 11, Plot 897, Near Om Dharam Kanta, Mundka, Delhi",Delhi,Delhi,Krishan,,"9*6***0649,  9*710*2*4*,  99**917*47",Truck DCM Canter Available For All Over India Spl. Ser. : Local Delhi,Supplier,"HCV, LCV",,,"Truck,  10 Wheeler,  407, 709, 909, 11 09, 6 Wheeler",All Type Material
Deepak Cargo Movers,"1 st Floor, Shop' No.10 , Lal Mkt. Bhopara Ghaziabad",Delhi,Delhi,"Hasan Singh, Raj Pal Punia",011 - 22**1760,"9*116*6162 ,  9*11626162","Full Truck Load, Tata & DCM Toyota, Canter Available For All Over India",Supplier,"HCV, LCV",,,,
Deepak Logistics,"202, Bhanod Plaza No. 1, 2nd Flor, D.B. Gupta Road, Paharganj, New Delhi",Delhi,Delhi,Chandiram Sharma,011 - *29**7*6,"9**009*074,  9**01*2720",Full/Parcel Load Booking All Over India,Booking,"HCV, LCV",delhi@deep*klogi*tic*.in,www.deepaklogistics.in,,
Deepak Logistics,"Shop No. 12, By Pass Road, Badarpur Border, New Delhi-44",Delhi,Delhi,Sumit Choudhary,011 - 29*921**,9*107*419*,Full / Part Load Booking All Over India,"Supplier, Booking","HCV, LCV",,,,
RAJASTHAN GUJRAT FREIGHT CARRIERS,"Vimal Compaund, UP Boorder , Near Telephone exchange, chiackamberpur, Ghaziabad",Delhi,Delhi,"Bishamber Dyal, Kailash Chand","0120 - 2626*20,  2621**0","9*1*0116**,  9*12222*77","Spl. - Raj., Guj.",Supplier,"HCV, LCV",,,,
Deepak Transport Agency,"B·99 Backside, Subhadara Colony, Opp. Metro Piller No. 169-170, Near Nayantara Hospital, Delhi",Delhi,Delhi,Siya Ram,,"9*9904*79*,  96*41*0941,  9*7*071769","Delhi To Banglore ,Kanpur ,Banglore To Delhi",Booking,"HCV, LCV",,,,
Deepak Transport Corp.,"1/5526 Gali No. 16, Balbir Nagar Extn., Shadra, Delhi",Delhi,Delhi,Bajrang Lal Gupta,011 - 6*717*1*,"9*91470**6,  9911270**6",Full Load - All Over India,"Supplier, Booking","HCV, LCV",,,,
Deepika Roadways,"Rajdhani Tpt. Center, Rajiv Nagar, Libaspur",Delhi,Delhi,Billu Sharma,011 - 27**0071,"9210100971,  9*12*4027*,  927**7**1* ,  09212*4027*","Full Load Booking All Over India & Spl : M.P. , C. G. , Gujrat & Maharashtra",Booking,HCV,,,"Trailer,  60","All Type Material,  Car Carrier & Household"
Deepu Roadlines,"412, Chunna Bhatti Road, Opp. Bala Dharmkanta, Shaheed Nagar, Chikamberpur, UP. Border, Ghaziabad",Delhi,Delhi,"Om Prakash Rathod, Deepak Rathod",0120 - 2611299,"9**0***40*,  9990*4*4*0,  99902*1671,  99902*1674","Daily Service: 407, 709, 909, 1109, For U.P., Bihar, Jharkhand, West Bengal, Assam, Orissa, Nagaland, Tripura, Mizoram, Nepal &, Bhutan","Supplier, Booking",LCV,,,"Tempo,  Truck,  407,  709,  909,  1109,  14 Ft.,  17 Ft.,  19 Ft.,  6 Wheeler",All Type Material
Dehradun Shamli Goods Carrier,"Shop No.6, Vimal Compound U.P. Border Ghaziabad",Delhi,Delhi,Ankit Singh,"0120 - 26267*2,  41**7*2",9*104*2*14,"Full Truck For All Over India Spl. Muzafarnagar, Roorki, Haridawar, Uttaranchal",Supplier,"HCV, LCV",,,,
Delhi Ambala Goods Carrier,"4128, Naya Bazar, Delhi - 6",Delhi,Delhi,Ramesh,,"9*1117490* ,  9*107722** ,  99**772744","Daily Services For Samalakha, Panipat, Karnal, Ambala",Booking,"HCV, LCV",,,"10 Wheeler,  6 Wheelers",Parcel Services
